CIVILSTAND,TID,ALDER,INDHOLD
Gift/separeret,2016K4,71 år,44348
Gift/separeret,2016K4,72 år,40143
Gift/separeret,2016K4,73 år,35558
Gift/separeret,2016K4,74 år,31887
Gift/separeret,2016K4,75 år,27016
Gift/separeret,2016K4,76 år,25283
Gift/separeret,2016K4,77 år,22595
Gift/separeret,2016K4,78 år,20617
Gift/separeret,2016K4,79 år,18138
Gift/separeret,2016K4,80 år,15643
Gift/separeret,2016K4,81 år,13514
Gift/separeret,2016K4,82 år,11413
Gift/separeret,2016K4,83 år,9441
Gift/separeret,2016K4,84 år,7996
Gift/separeret,2016K4,85 år,6670
Gift/separeret,2016K4,86 år,5375
Gift/separeret,2016K4,87 år,4507
Gift/separeret,2016K4,88 år,3523
Gift/separeret,2016K4,89 år,2675
Gift/separeret,2016K4,90 år,2072
Gift/separeret,2016K4,91 år,1507
Gift/separeret,2016K4,92 år,1042
Gift/separeret,2016K4,93 år,674
Gift/separeret,2016K4,94 år,441
Gift/separeret,2016K4,95 år,288
Gift/separeret,2016K4,96 år,171
Gift/separeret,2016K4,97 år,102
Gift/separeret,2016K4,98 år,51
Gift/separeret,2016K4,99 år,34
Gift/separeret,2016K4,100 år,13
Gift/separeret,2016K4,101 år,6
Gift/separeret,2016K4,102 år,4
Gift/separeret,2016K4,103 år,1
Gift/separeret,2016K4,104 år,1
Gift/separeret,2016K4,105 år,0
Gift/separeret,2016K4,106 år,1
Gift/separeret,2016K4,107 år,0
Gift/separeret,2016K4,108 år,0
Gift/separeret,2016K4,109 år,0
Gift/separeret,2016K4,110 år,0
Gift/separeret,2016K4,111 år,0
Gift/separeret,2016K4,112 år,0
Gift/separeret,2016K4,113 år,0
Gift/separeret,2016K4,114 år,0
Gift/separeret,2016K4,115 år,0
Gift/separeret,2016K4,116 år,0
Gift/separeret,2016K4,117 år,0
Gift/separeret,2016K4,118 år,0
Gift/separeret,2016K4,119 år,0
Gift/separeret,2016K4,120 år,0
Gift/separeret,2016K4,121 år,0
Gift/separeret,2016K4,122 år,0
Gift/separeret,2016K4,123 år,0
Gift/separeret,2016K4,124 år,0
Gift/separeret,2016K4,125 år,0
Gift/separeret,2017K1,I alt,2140830
Gift/separeret,2017K1,0 år,0
Gift/separeret,2017K1,1 år,0
Gift/separeret,2017K1,2 år,0
Gift/separeret,2017K1,3 år,0
Gift/separeret,2017K1,4 år,0
Gift/separeret,2017K1,5 år,0
Gift/separeret,2017K1,6 år,0
Gift/separeret,2017K1,7 år,0
Gift/separeret,2017K1,8 år,0
Gift/separeret,2017K1,9 år,0
Gift/separeret,2017K1,10 år,0
Gift/separeret,2017K1,11 år,0
Gift/separeret,2017K1,12 år,0
Gift/separeret,2017K1,13 år,0
Gift/separeret,2017K1,14 år,0
Gift/separeret,2017K1,15 år,0
Gift/separeret,2017K1,16 år,1
Gift/separeret,2017K1,17 år,9
Gift/separeret,2017K1,18 år,53
Gift/separeret,2017K1,19 år,212
Gift/separeret,2017K1,20 år,455
Gift/separeret,2017K1,21 år,916
Gift/separeret,2017K1,22 år,1578
Gift/separeret,2017K1,23 år,2587
Gift/separeret,2017K1,24 år,4050
Gift/separeret,2017K1,25 år,6160
Gift/separeret,2017K1,26 år,8660
Gift/separeret,2017K1,27 år,11419
Gift/separeret,2017K1,28 år,14479
Gift/separeret,2017K1,29 år,17579
Gift/separeret,2017K1,30 år,20761
Gift/separeret,2017K1,31 år,23372
Gift/separeret,2017K1,32 år,25172
Gift/separeret,2017K1,33 år,27124
Gift/separeret,2017K1,34 år,29550
Gift/separeret,2017K1,35 år,31272
Gift/separeret,2017K1,36 år,34385
Gift/separeret,2017K1,37 år,36345
Gift/separeret,2017K1,38 år,38088
Gift/separeret,2017K1,39 år,38868
Gift/separeret,2017K1,40 år,41056
Gift/separeret,2017K1,41 år,44758
Gift/separeret,2017K1,42 år,44563
Gift/separeret,2017K1,43 år,44284
Gift/separeret,2017K1,44 år,46650
Gift/separeret,2017K1,45 år,46156
Gift/separeret,2017K1,46 år,44351
Gift/separeret,2017K1,47 år,44062
Gift/separeret,2017K1,48 år,45597
Gift/separeret,2017K1,49 år,48309
Gift/separeret,2017K1,50 år,52292
Gift/separeret,2017K1,51 år,50912
Gift/separeret,2017K1,52 år,49631
Gift/separeret,2017K1,53 år,48733
Gift/separeret,2017K1,54 år,46465
Gift/separeret,2017K1,55 år,45408
Gift/separeret,2017K1,56 år,45483
Gift/separeret,2017K1,57 år,44074
Gift/separeret,2017K1,58 år,44477
Gift/separeret,2017K1,59 år,44181
Gift/separeret,2017K1,60 år,45026
Gift/separeret,2017K1,61 år,44237
Gift/separeret,2017K1,62 år,43452
Gift/separeret,2017K1,63 år,44294
Gift/separeret,2017K1,64 år,43312
Gift/separeret,2017K1,65 år,42518
Gift/separeret,2017K1,66 år,43433
Gift/separeret,2017K1,67 år,43079
Gift/separeret,2017K1,68 år,45052
Gift/separeret,2017K1,69 år,47063
Gift/separeret,2017K1,70 år,47595
Gift/separeret,2017K1,71 år,44835
Gift/separeret,2017K1,72 år,40747
Gift/separeret,2017K1,73 år,36079
Gift/separeret,2017K1,74 år,32670
Gift/separeret,2017K1,75 år,27640
Gift/separeret,2017K1,76 år,25316
Gift/separeret,2017K1,77 år,22593
Gift/separeret,2017K1,78 år,20859
Gift/separeret,2017K1,79 år,18499
Gift/separeret,2017K1,80 år,15979
Gift/separeret,2017K1,81 år,13519
Gift/separeret,2017K1,82 år,11499
Gift/separeret,2017K1,83 år,9687
Gift/separeret,2017K1,84 år,7962
Gift/separeret,2017K1,85 år,6759
Gift/separeret,2017K1,86 år,5455
Gift/separeret,2017K1,87 år,4461
Gift/separeret,2017K1,88 år,3627
Gift/separeret,2017K1,89 år,2649
Gift/separeret,2017K1,90 år,2071
Gift/separeret,2017K1,91 år,1533
Gift/separeret,2017K1,92 år,1045
Gift/separeret,2017K1,93 år,660
Gift/separeret,2017K1,94 år,428
Gift/separeret,2017K1,95 år,265
Gift/separeret,2017K1,96 år,183
Gift/separeret,2017K1,97 år,93
Gift/separeret,2017K1,98 år,61
Gift/separeret,2017K1,99 år,32
Gift/separeret,2017K1,100 år,15
Gift/separeret,2017K1,101 år,5
Gift/separeret,2017K1,102 år,3
Gift/separeret,2017K1,103 år,2
Gift/separeret,2017K1,104 år,0
Gift/separeret,2017K1,105 år,1
Gift/separeret,2017K1,106 år,0
Gift/separeret,2017K1,107 år,0
Gift/separeret,2017K1,108 år,0
Gift/separeret,2017K1,109 år,0
Gift/separeret,2017K1,110 år,0
Gift/separeret,2017K1,111 år,0
Gift/separeret,2017K1,112 år,0
Gift/separeret,2017K1,113 år,0
Gift/separeret,2017K1,114 år,0
Gift/separeret,2017K1,115 år,0
Gift/separeret,2017K1,116 år,0
Gift/separeret,2017K1,117 år,0
Gift/separeret,2017K1,118 år,0
Gift/separeret,2017K1,119 år,0
Gift/separeret,2017K1,120 år,0
Gift/separeret,2017K1,121 år,0
Gift/separeret,2017K1,122 år,0
Gift/separeret,2017K1,123 år,0
Gift/separeret,2017K1,124 år,0
Gift/separeret,2017K1,125 år,0
Gift/separeret,2017K2,I alt,2132454
Gift/separeret,2017K2,0 år,0
Gift/separeret,2017K2,1 år,0
Gift/separeret,2017K2,2 år,0
Gift/separeret,2017K2,3 år,0
Gift/separeret,2017K2,4 år,0
Gift/separeret,2017K2,5 år,0
Gift/separeret,2017K2,6 år,0
Gift/separeret,2017K2,7 år,0
Gift/separeret,2017K2,8 år,0
Gift/separeret,2017K2,9 år,0
Gift/separeret,2017K2,10 år,0
Gift/separeret,2017K2,11 år,0
Gift/separeret,2017K2,12 år,0
Gift/separeret,2017K2,13 år,0
Gift/separeret,2017K2,14 år,0
Gift/separeret,2017K2,15 år,0
Gift/separeret,2017K2,16 år,0
Gift/separeret,2017K2,17 år,5
Gift/separeret,2017K2,18 år,43
Gift/separeret,2017K2,19 år,148
Gift/separeret,2017K2,20 år,435
Gift/separeret,2017K2,21 år,872
Gift/separeret,2017K2,22 år,1464
Gift/separeret,2017K2,23 år,2516
Gift/separeret,2017K2,24 år,3821
Gift/separeret,2017K2,25 år,5996
Gift/separeret,2017K2,26 år,8376
Gift/separeret,2017K2,27 år,11170
Gift/separeret,2017K2,28 år,14163
Gift/separeret,2017K2,29 år,17336
Gift/separeret,2017K2,30 år,20728
Gift/separeret,2017K2,31 år,23098
Gift/separeret,2017K2,32 år,24695
Gift/separeret,2017K2,33 år,27055
Gift/separeret,2017K2,34 år,28891
Gift/separeret,2017K2,35 år,31289
Gift/separeret,2017K2,36 år,33166
Gift/separeret,2017K2,37 år,36113
Gift/separeret,2017K2,38 år,37662
Gift/separeret,2017K2,39 år,38455
Gift/separeret,2017K2,40 år,40110
Gift/separeret,2017K2,41 år,43967
Gift/separeret,2017K2,42 år,44442
Gift/separeret,2017K2,43 år,44213
Gift/separeret,2017K2,44 år,45949
Gift/separeret,2017K2,45 år,46631
Gift/separeret,2017K2,46 år,44442
Gift/separeret,2017K2,47 år,43542
Gift/separeret,2017K2,48 år,44760
Gift/separeret,2017K2,49 år,47521
Gift/separeret,2017K2,50 år,51431
Gift/separeret,2017K2,51 år,51034
Gift/separeret,2017K2,52 år,49396
Gift/separeret,2017K2,53 år,49181
Gift/separeret,2017K2,54 år,46651
Gift/separeret,2017K2,55 år,45674
Gift/separeret,2017K2,56 år,45161
Gift/separeret,2017K2,57 år,44101
Gift/separeret,2017K2,58 år,44251
Gift/separeret,2017K2,59 år,44274
Gift/separeret,2017K2,60 år,44529
Gift/separeret,2017K2,61 år,44350
Gift/separeret,2017K2,62 år,43394
Gift/separeret,2017K2,63 år,43788
Gift/separeret,2017K2,64 år,43662
Gift/separeret,2017K2,65 år,41973
Gift/separeret,2017K2,66 år,43068
Gift/separeret,2017K2,67 år,43120
Gift/separeret,2017K2,68 år,44141
Gift/separeret,2017K2,69 år,46199
Gift/separeret,2017K2,70 år,47305
Gift/separeret,2017K2,71 år,45404
Gift/separeret,2017K2,72 år,41560
Gift/separeret,2017K2,73 år,37245
Gift/separeret,2017K2,74 år,33314
Gift/separeret,2017K2,75 år,28427
Gift/separeret,2017K2,76 år,24971
Gift/separeret,2017K2,77 år,23310
Gift/separeret,2017K2,78 år,20772
Gift/separeret,2017K2,79 år,18917
Gift/separeret,2017K2,80 år,16096
Gift/separeret,2017K2,81 år,13748
Gift/separeret,2017K2,82 år,11550
Gift/separeret,2017K2,83 år,10002
Gift/separeret,2017K2,84 år,7969
Gift/separeret,2017K2,85 år,6823
Gift/separeret,2017K2,86 år,5513
Gift/separeret,2017K2,87 år,4402
Gift/separeret,2017K2,88 år,3629
Gift/separeret,2017K2,89 år,2714
Gift/separeret,2017K2,90 år,2041
Gift/separeret,2017K2,91 år,1505
Gift/separeret,2017K2,92 år,1052
Gift/separeret,2017K2,93 år,664
Gift/separeret,2017K2,94 år,413
Gift/separeret,2017K2,95 år,272
Gift/separeret,2017K2,96 år,167
Gift/separeret,2017K2,97 år,106
Gift/separeret,2017K2,98 år,54
Gift/separeret,2017K2,99 år,27
Gift/separeret,2017K2,100 år,19
Gift/separeret,2017K2,101 år,5
Gift/separeret,2017K2,102 år,2
Gift/separeret,2017K2,103 år,2
Gift/separeret,2017K2,104 år,1
Gift/separeret,2017K2,105 år,1
Gift/separeret,2017K2,106 år,0
Gift/separeret,2017K2,107 år,0
Gift/separeret,2017K2,108 år,0
Gift/separeret,2017K2,109 år,0
Gift/separeret,2017K2,110 år,0
Gift/separeret,2017K2,111 år,0
Gift/separeret,2017K2,112 år,0
Gift/separeret,2017K2,113 år,0
Gift/separeret,2017K2,114 år,0
Gift/separeret,2017K2,115 år,0
Gift/separeret,2017K2,116 år,0
Gift/separeret,2017K2,117 år,0
Gift/separeret,2017K2,118 år,0
Gift/separeret,2017K2,119 år,0
Gift/separeret,2017K2,120 år,0
Gift/separeret,2017K2,121 år,0
Gift/separeret,2017K2,122 år,0
Gift/separeret,2017K2,123 år,0
Gift/separeret,2017K2,124 år,0
Gift/separeret,2017K2,125 år,0
Gift/separeret,2017K3,I alt,2135608
Gift/separeret,2017K3,0 år,0
Gift/separeret,2017K3,1 år,0
Gift/separeret,2017K3,2 år,0
Gift/separeret,2017K3,3 år,0
Gift/separeret,2017K3,4 år,0
Gift/separeret,2017K3,5 år,0
Gift/separeret,2017K3,6 år,0
Gift/separeret,2017K3,7 år,0
Gift/separeret,2017K3,8 år,0
Gift/separeret,2017K3,9 år,0
Gift/separeret,2017K3,10 år,0
Gift/separeret,2017K3,11 år,0
Gift/separeret,2017K3,12 år,0
Gift/separeret,2017K3,13 år,0
Gift/separeret,2017K3,14 år,0
Gift/separeret,2017K3,15 år,0
Gift/separeret,2017K3,16 år,0
Gift/separeret,2017K3,17 år,2
Gift/separeret,2017K3,18 år,35
Gift/separeret,2017K3,19 år,162
Gift/separeret,2017K3,20 år,422
Gift/separeret,2017K3,21 år,845
Gift/separeret,2017K3,22 år,1418
Gift/separeret,2017K3,23 år,2468
Gift/separeret,2017K3,24 år,3906
Gift/separeret,2017K3,25 år,5974
Gift/separeret,2017K3,26 år,8458
Gift/separeret,2017K3,27 år,11195
Gift/separeret,2017K3,28 år,14368
Gift/separeret,2017K3,29 år,17421
Gift/separeret,2017K3,30 år,20847
Gift/separeret,2017K3,31 år,23400
Gift/separeret,2017K3,32 år,24940
Gift/separeret,2017K3,33 år,27274
Gift/separeret,2017K3,34 år,28718
Gift/separeret,2017K3,35 år,31275
Gift/separeret,2017K3,36 år,32691
Gift/separeret,2017K3,37 år,35728
Gift/separeret,2017K3,38 år,37417
Gift/separeret,2017K3,39 år,38902
Gift/separeret,2017K3,40 år,39471
Gift/separeret,2017K3,41 år,43276
Gift/separeret,2017K3,42 år,44744
Gift/separeret,2017K3,43 år,44009
Gift/separeret,2017K3,44 år,45150
Gift/separeret,2017K3,45 år,47079
Gift/separeret,2017K3,46 år,44922
Gift/separeret,2017K3,47 år,43697
Gift/separeret,2017K3,48 år,44217
Gift/separeret,2017K3,49 år,46824
Gift/separeret,2017K3,50 år,50779
Gift/separeret,2017K3,51 år,51386
Gift/separeret,2017K3,52 år,49991
Gift/separeret,2017K3,53 år,49134
Gift/separeret,2017K3,54 år,47054
Gift/separeret,2017K3,55 år,46185
Gift/separeret,2017K3,56 år,45102
Gift/separeret,2017K3,57 år,44464
Gift/separeret,2017K3,58 år,43793
Gift/separeret,2017K3,59 år,44500
Gift/separeret,2017K3,60 år,44396
Gift/separeret,2017K3,61 år,44178
Gift/separeret,2017K3,62 år,43491
Gift/separeret,2017K3,63 år,43333
Gift/separeret,2017K3,64 år,44065
Gift/separeret,2017K3,65 år,41875
Gift/separeret,2017K3,66 år,42624
Gift/separeret,2017K3,67 år,43145
Gift/separeret,2017K3,68 år,43479
Gift/separeret,2017K3,69 år,45054
Gift/separeret,2017K3,70 år,47075
Gift/separeret,2017K3,71 år,46220
Gift/separeret,2017K3,72 år,42411
Gift/separeret,2017K3,73 år,37968
Gift/separeret,2017K3,74 år,33792
Gift/separeret,2017K3,75 år,29508
Gift/separeret,2017K3,76 år,25224
Gift/separeret,2017K3,77 år,23503
Gift/separeret,2017K3,78 år,21011
Gift/separeret,2017K3,79 år,19022
Gift/separeret,2017K3,80 år,16622
Gift/separeret,2017K3,81 år,14071
Gift/separeret,2017K3,82 år,11831
Gift/separeret,2017K3,83 år,10204
Gift/separeret,2017K3,84 år,8078
Gift/separeret,2017K3,85 år,6836
Gift/separeret,2017K3,86 år,5576
Gift/separeret,2017K3,87 år,4459
Gift/separeret,2017K3,88 år,3673
Gift/separeret,2017K3,89 år,2717
Gift/separeret,2017K3,90 år,2087
Gift/separeret,2017K3,91 år,1556
Gift/separeret,2017K3,92 år,1089
Gift/separeret,2017K3,93 år,673
Gift/separeret,2017K3,94 år,448
Gift/separeret,2017K3,95 år,282
Gift/separeret,2017K3,96 år,178
Gift/separeret,2017K3,97 år,98
Gift/separeret,2017K3,98 år,55
Gift/separeret,2017K3,99 år,31
Gift/separeret,2017K3,100 år,16
Gift/separeret,2017K3,101 år,6
Gift/separeret,2017K3,102 år,1
Gift/separeret,2017K3,103 år,2
Gift/separeret,2017K3,104 år,1
Gift/separeret,2017K3,105 år,1
Gift/separeret,2017K3,106 år,0
Gift/separeret,2017K3,107 år,0
Gift/separeret,2017K3,108 år,0
Gift/separeret,2017K3,109 år,0
Gift/separeret,2017K3,110 år,0
Gift/separeret,2017K3,111 år,0
Gift/separeret,2017K3,112 år,0
Gift/separeret,2017K3,113 år,0
Gift/separeret,2017K3,114 år,0
Gift/separeret,2017K3,115 år,0
Gift/separeret,2017K3,116 år,0
Gift/separeret,2017K3,117 år,0
Gift/separeret,2017K3,118 år,0
Gift/separeret,2017K3,119 år,0
Gift/separeret,2017K3,120 år,0
Gift/separeret,2017K3,121 år,0
Gift/separeret,2017K3,122 år,0
Gift/separeret,2017K3,123 år,0
Gift/separeret,2017K3,124 år,0
Gift/separeret,2017K3,125 år,0
Gift/separeret,2017K4,I alt,2145883
Gift/separeret,2017K4,0 år,0
Gift/separeret,2017K4,1 år,0
Gift/separeret,2017K4,2 år,0
Gift/separeret,2017K4,3 år,0
Gift/separeret,2017K4,4 år,0
Gift/separeret,2017K4,5 år,0
Gift/separeret,2017K4,6 år,0
Gift/separeret,2017K4,7 år,0
Gift/separeret,2017K4,8 år,0
Gift/separeret,2017K4,9 år,0
Gift/separeret,2017K4,10 år,0
Gift/separeret,2017K4,11 år,0
Gift/separeret,2017K4,12 år,0
Gift/separeret,2017K4,13 år,0
Gift/separeret,2017K4,14 år,0
Gift/separeret,2017K4,15 år,0
Gift/separeret,2017K4,16 år,0
Gift/separeret,2017K4,17 år,1
Gift/separeret,2017K4,18 år,39
Gift/separeret,2017K4,19 år,163
Gift/separeret,2017K4,20 år,422
Gift/separeret,2017K4,21 år,835
Gift/separeret,2017K4,22 år,1543
Gift/separeret,2017K4,23 år,2554
Gift/separeret,2017K4,24 år,4205
Gift/separeret,2017K4,25 år,6406
Gift/separeret,2017K4,26 år,8814
Gift/separeret,2017K4,27 år,11787
Gift/separeret,2017K4,28 år,14883
Gift/separeret,2017K4,29 år,18069
Gift/separeret,2017K4,30 år,21610
Gift/separeret,2017K4,31 år,23930
Gift/separeret,2017K4,32 år,25795
Gift/separeret,2017K4,33 år,27505
Gift/separeret,2017K4,34 år,29265
Gift/separeret,2017K4,35 år,31240
Gift/separeret,2017K4,36 år,32866
Gift/separeret,2017K4,37 år,35779
Gift/separeret,2017K4,38 år,37340
Gift/separeret,2017K4,39 år,39221
Gift/separeret,2017K4,40 år,39471
Gift/separeret,2017K4,41 år,42405
Gift/separeret,2017K4,42 år,44904
Gift/separeret,2017K4,43 år,44425
Gift/separeret,2017K4,44 år,44567
Gift/separeret,2017K4,45 år,47135
Gift/separeret,2017K4,46 år,45623
Gift/separeret,2017K4,47 år,44014
Gift/separeret,2017K4,48 år,44118
Gift/separeret,2017K4,49 år,46009
Gift/separeret,2017K4,50 år,49784
Gift/separeret,2017K4,51 år,51697
Gift/separeret,2017K4,52 år,50515
Gift/separeret,2017K4,53 år,49331
Gift/separeret,2017K4,54 år,47702
Gift/separeret,2017K4,55 år,46396
Gift/separeret,2017K4,56 år,45106
Gift/separeret,2017K4,57 år,44881
Gift/separeret,2017K4,58 år,44256
Gift/separeret,2017K4,59 år,43980
Gift/separeret,2017K4,60 år,44038
Gift/separeret,2017K4,61 år,44539
Gift/separeret,2017K4,62 år,43706
Gift/separeret,2017K4,63 år,42981
Gift/separeret,2017K4,64 år,44241
Gift/separeret,2017K4,65 år,42289
Gift/separeret,2017K4,66 år,41904
Gift/separeret,2017K4,67 år,42950
Gift/separeret,2017K4,68 år,42679
Gift/separeret,2017K4,69 år,44346
Gift/separeret,2017K4,70 år,46706
Gift/separeret,2017K4,71 år,46494
Gift/separeret,2017K4,72 år,42902
Gift/separeret,2017K4,73 år,38749
Gift/separeret,2017K4,74 år,34175
Gift/separeret,2017K4,75 år,30426
Gift/separeret,2017K4,76 år,25712
Gift/separeret,2017K4,77 år,23879
Gift/separeret,2017K4,78 år,21292
Gift/separeret,2017K4,79 år,19248
Gift/separeret,2017K4,80 år,16799
Gift/separeret,2017K4,81 år,14329
Gift/separeret,2017K4,82 år,12214
Gift/separeret,2017K4,83 år,10124
Gift/separeret,2017K4,84 år,8338
Gift/separeret,2017K4,85 år,6933
Gift/separeret,2017K4,86 år,5680
Gift/separeret,2017K4,87 år,4470
Gift/separeret,2017K4,88 år,3672
Gift/separeret,2017K4,89 år,2826
Gift/separeret,2017K4,90 år,2120
Gift/separeret,2017K4,91 år,1573
Gift/separeret,2017K4,92 år,1121
Gift/separeret,2017K4,93 år,704
Gift/separeret,2017K4,94 år,459
Gift/separeret,2017K4,95 år,275
Gift/separeret,2017K4,96 år,182
Gift/separeret,2017K4,97 år,100
Gift/separeret,2017K4,98 år,56
Gift/separeret,2017K4,99 år,31
Gift/separeret,2017K4,100 år,19
Gift/separeret,2017K4,101 år,7
Gift/separeret,2017K4,102 år,1
Gift/separeret,2017K4,103 år,1
Gift/separeret,2017K4,104 år,1
Gift/separeret,2017K4,105 år,1
Gift/separeret,2017K4,106 år,0
Gift/separeret,2017K4,107 år,0
Gift/separeret,2017K4,108 år,0
Gift/separeret,2017K4,109 år,0
Gift/separeret,2017K4,110 år,0
Gift/separeret,2017K4,111 år,0
Gift/separeret,2017K4,112 år,0
Gift/separeret,2017K4,113 år,0
Gift/separeret,2017K4,114 år,0
Gift/separeret,2017K4,115 år,0
Gift/separeret,2017K4,116 år,0
Gift/separeret,2017K4,117 år,0
Gift/separeret,2017K4,118 år,0
Gift/separeret,2017K4,119 år,0
Gift/separeret,2017K4,120 år,0
Gift/separeret,2017K4,121 år,0
Gift/separeret,2017K4,122 år,0
Gift/separeret,2017K4,123 år,0
Gift/separeret,2017K4,124 år,0
Gift/separeret,2017K4,125 år,0
Gift/separeret,2018K1,I alt,2141429
Gift/separeret,2018K1,0 år,0
Gift/separeret,2018K1,1 år,0
Gift/separeret,2018K1,2 år,0
Gift/separeret,2018K1,3 år,0
Gift/separeret,2018K1,4 år,0
Gift/separeret,2018K1,5 år,0
Gift/separeret,2018K1,6 år,0
Gift/separeret,2018K1,7 år,0
Gift/separeret,2018K1,8 år,0
Gift/separeret,2018K1,9 år,0
Gift/separeret,2018K1,10 år,0
Gift/separeret,2018K1,11 år,0
Gift/separeret,2018K1,12 år,0
Gift/separeret,2018K1,13 år,0
Gift/separeret,2018K1,14 år,0
Gift/separeret,2018K1,15 år,0
Gift/separeret,2018K1,16 år,0
Gift/separeret,2018K1,17 år,1
Gift/separeret,2018K1,18 år,43
Gift/separeret,2018K1,19 år,148
Gift/separeret,2018K1,20 år,420
Gift/separeret,2018K1,21 år,779
Gift/separeret,2018K1,22 år,1522
Gift/separeret,2018K1,23 år,2477
Gift/separeret,2018K1,24 år,4057
Gift/separeret,2018K1,25 år,6266
Gift/separeret,2018K1,26 år,8641
Gift/separeret,2018K1,27 år,11676
Gift/separeret,2018K1,28 år,14650
Gift/separeret,2018K1,29 år,18118
Gift/separeret,2018K1,30 år,21392
Gift/separeret,2018K1,31 år,23822
Gift/separeret,2018K1,32 år,26094
Gift/separeret,2018K1,33 år,27410
Gift/separeret,2018K1,34 år,28852
Gift/separeret,2018K1,35 år,31169
Gift/separeret,2018K1,36 år,32585
Gift/separeret,2018K1,37 år,35422
Gift/separeret,2018K1,38 år,37096
Gift/separeret,2018K1,39 år,38748
Gift/separeret,2018K1,40 år,39491
Gift/separeret,2018K1,41 år,41200
Gift/separeret,2018K1,42 år,44786
Gift/separeret,2018K1,43 år,44511
Gift/separeret,2018K1,44 år,44175
Gift/separeret,2018K1,45 år,46484
Gift/separeret,2018K1,46 år,45962
Gift/separeret,2018K1,47 år,44109
Gift/separeret,2018K1,48 år,43806
Gift/separeret,2018K1,49 år,45276
Gift/separeret,2018K1,50 år,48284
Gift/separeret,2018K1,51 år,51965
Gift/separeret,2018K1,52 år,50604
Gift/separeret,2018K1,53 år,49361
Gift/separeret,2018K1,54 år,48473
Gift/separeret,2018K1,55 år,46183
Gift/separeret,2018K1,56 år,45155
Gift/separeret,2018K1,57 år,45177
Gift/separeret,2018K1,58 år,43774
Gift/separeret,2018K1,59 år,44066
Gift/separeret,2018K1,60 år,43984
Gift/separeret,2018K1,61 år,44562
Gift/separeret,2018K1,62 år,43728
Gift/separeret,2018K1,63 år,42915
Gift/separeret,2018K1,64 år,43653
Gift/separeret,2018K1,65 år,42690
Gift/separeret,2018K1,66 år,41819
Gift/separeret,2018K1,67 år,42638
Gift/separeret,2018K1,68 år,42212
